geoid,name,PctBachHigher,MedHHIncome,PctTravel60MinMore
05000US29115,"Linn County, MO",13.3,39028,4.6
05000US29117,"Livingston County, MO",19.4,42241,3.4
05000US29119,"McDonald County, MO",9.5,36719,7
05000US29121,"Macon County, MO",15.5,37405,6.1
05000US29123,"Madison County, MO",9.9,36197,10.5
05000US29125,"Maries County, MO",16.7,44885,10.1
05000US29127,"Marion County, MO",18.3,42756,4.3
05000US29129,"Mercer County, MO",13.1,38125,5.9
05000US29131,"Miller County, MO",13.8,34763,8.3
05000US29133,"Mississippi County, MO",10.5,29606,4.8
05000US29135,"Moniteau County, MO",17.7,49394,6.7
05000US29137,"Monroe County, MO",12.2,40707,7.4
05000US29139,"Montgomery County, MO",11.4,40565,13.8
05000US29141,"Morgan County, MO",13.3,35446,9.5
05000US29143,"New Madrid County, MO",11.7,35174,2.3
05000US29145,"Newton County, MO",18.2,42644,3.2
05000US29147,"Nodaway County, MO",23.5,37815,2.8
05000US29149,"Oregon County, MO",10.3,26926,6.1
05000US29151,"Osage County, MO",14.1,51006,7.3
05000US29153,"Ozark County, MO",11.2,32126,10.1
05000US29155,"Pemiscot County, MO",10.9,30194,1.4
05000US29157,"Perry County, MO",13.8,45553,7
05000US29159,"Pettis County, MO",15.5,38543,5
05000US29161,"Phelps County, MO",26.4,41388,4.4
05000US29163,"Pike County, MO",11.2,40812,8.3
05000US29165,"Platte County, MO",38.7,67419,2.9
05000US29167,"Polk County, MO",17.2,38852,8.4
05000US29169,"Pulaski County, MO",20.1,47251,2.5
05000US29171,"Putnam County, MO",14.3,35233,6.1
05000US29173,"Ralls County, MO",14.6,50145,3.8
05000US29175,"Randolph County, MO",13.3,38067,6.1
05000US29177,"Ray County, MO",13.3,52656,13.5
05000US29179,"Reynolds County, MO",6.9,33326,10.1
05000US29181,"Ripley County, MO",9.7,31431,5.6
05000US29183,"St. Charles County, MO",34.9,71416,3.6
05000US29185,"St. Clair County, MO",12.1,32075,8.2
05000US29186,"Ste. Genevieve County, MO",10.9,47809,14.9
05000US29187,"St. Francois County, MO",14.5,36716,12.4
05000US29189,"St. Louis County, MO",39.8,58485,3.3
05000US29195,"Saline County, MO",15.8,39090,5.5
05000US29197,"Schuyler County, MO",7.7,30896,10.9
05000US29199,"Scotland County, MO",18.3,40017,7.8
05000US29201,"Scott County, MO",15.0,38968,3.9
05000US29203,"Shannon County, MO",12.0,33091,5.9
05000US29205,"Shelby County, MO",14.0,34219,9.8
05000US29207,"Stoddard County, MO",12.0,37303,5.6
05000US29209,"Stone County, MO",15.1,42084,6.9
05000US29211,"Sullivan County, MO",10.9,34247,4.2
05000US29213,"Taney County, MO",19.0,40112,4.9
05000US29215,"Texas County, MO",11.2,34520,8.1
05000US29217,"Vernon County, MO",14.0,38138,5
05000US29219,"Warren County, MO",15.7,47877,13.4
05000US29221,"Washington County, MO",8.2,34015,19
05000US29223,"Wayne County, MO",7.2,30427,9.4
05000US29225,"Webster County, MO",14.7,42384,7.7
05000US29227,"Worth County, MO",13.9,39946,2.5
05000US29229,"Wright County, MO",11.5,29485,13.3
05000US29510,"St. Louis city, MO",28.5,34384,5.6
05000US30001,"Beaverhead County, MT",28.3,41039,4.8
05000US30003,"Big Horn County, MT",14.1,36803,5.8
05000US30005,"Blaine County, MT",17.5,37899,2
05000US30007,"Broadwater County, MT",15.5,47480,9.7
05000US30009,"Carbon County, MT",28.0,47030,11.7
05000US30011,"Carter County, MT",13.7,38750,2.4
05000US30013,"Cascade County, MT",23.0,43817,2.2
05000US30015,"Chouteau County, MT",22.2,41232,5.1
05000US30017,"Custer County, MT",20.1,43232,4.1
05000US30019,"Daniels County, MT",18.7,43563,4
05000US30021,"Dawson County, MT",20.0,49894,8.6
05000US30023,"Deer Lodge County, MT",17.6,34716,3.6
05000US30025,"Fallon County, MT",16.5,49732,3.3
05000US30027,"Fergus County, MT",23.2,39276,4
05000US30029,"Flathead County, MT",28.8,45545,3.1
05000US30031,"Gallatin County, MT",45.4,52211,4.1
05000US30033,"Garfield County, MT",13.9,40125,0.4
05000US30035,"Glacier County, MT",18.9,36872,1
05000US30037,"Golden Valley County, MT",24.8,38289,15.5
05000US30039,"Granite County, MT",27.2,40511,17.6
05000US30041,"Hill County, MT",20.7,42875,3.1
05000US30043,"Jefferson County, MT",34.1,60459,4.3
05000US30045,"Judith Basin County, MT",30.2,41100,9.3
05000US30047,"Lake County, MT",25.9,37211,6.9
05000US30049,"Lewis and Clark County, MT",37.5,54535,3.6
05000US30051,"Liberty County, MT",20.3,40734,6.8
05000US30053,"Lincoln County, MT",18.3,33234,7.2
05000US30055,"McCone County, MT",19.8,46528,2.3
05000US30057,"Madison County, MT",31.6,48600,8.9
05000US30059,"Meagher County, MT",16.5,35000,7
05000US30061,"Mineral County, MT",13.5,32618,9.6
05000US30063,"Missoula County, MT",39.0,44653,2.5
05000US30065,"Musselshell County, MT",13.3,43079,15.7
05000US30067,"Park County, MT",31.4,40781,8.8
05000US30069,"Petroleum County, MT",15.5,40682,7.6
05000US30071,"Phillips County, MT",16.4,41214,5.6
05000US30073,"Pondera County, MT",20.2,39223,6.3
05000US30075,"Powder River County, MT",15.8,42500,3.2
05000US30077,"Powell County, MT",20.0,40765,5.4
05000US30079,"Prairie County, MT",17.6,34875,3
05000US30081,"Ravalli County, MT",24.7,40525,7.3
05000US30083,"Richland County, MT",16.7,56050,7.6
05000US30085,"Roosevelt County, MT",15.5,40146,1.9
05000US30087,"Rosebud County, MT",20.1,45977,1.8
05000US30089,"Sanders County, MT",16.9,30900,11.3
05000US30091,"Sheridan County, MT",22.3,48148,1.2
05000US30093,"Silver Bow County, MT",22.1,39211,3.7
05000US30095,"Stillwater County, MT",22.0,53533,14
05000US30097,"Sweet Grass County, MT",24.7,44179,8.7
05000US30099,"Teton County, MT",25.9,42423,5.2
05000US30101,"Toole County, MT",17.0,45057,4.2
05000US30103,"Treasure County, MT",22.2,38125,8.4
05000US30105,"Valley County, MT",16.2,45083,7.4
05000US30107,"Wheatland County, MT",19.0,31496,7.8
05000US30109,"Wibaux County, MT",16.3,45625,8.9
05000US30111,"Yellowstone County, MT",28.8,50608,3.2
05000US31001,"Adams County, NE",21.2,49017,2.3
05000US31003,"Antelope County, NE",15.8,40397,4.2
05000US31005,"Arthur County, NE",27.3,45769,3.3
05000US31007,"Banner County, NE",20.8,32292,3.6
05000US31009,"Blaine County, NE",18.9,41364,16.4
05000US31011,"Boone County, NE",14.2,44491,6.4
05000US31013,"Box Butte County, NE",17.5,44025,2.3
05000US31015,"Boyd County, NE",15.4,38281,4.1
05000US31017,"Brown County, NE",19.6,33333,3.4
05000US31019,"Buffalo County, NE",31.6,50307,3.1
05000US31021,"Burt County, NE",17.3,47786,9.4
05000US31023,"Butler County, NE",14.1,50569,5.1
05000US31025,"Cass County, NE",24.3,64979,5.6
05000US31027,"Cedar County, NE",16.2,43718,5.6
05000US31029,"Chase County, NE",14.1,43125,2.2
05000US31031,"Cherry County, NE",21.0,45172,5.6
05000US31033,"Cheyenne County, NE",25.3,50694,2.3
05000US31035,"Clay County, NE",17.9,45711,3.4
05000US31037,"Colfax County, NE",12.4,48561,3.9
05000US31039,"Cuming County, NE",18.1,47325,5.6
05000US31041,"Custer County, NE",19.6,44306,5.3
05000US31043,"Dakota County, NE",10.4,44928,1.8
05000US31045,"Dawes County, NE",36.1,36974,4.7
05000US31047,"Dawson County, NE",15.3,45208,3.2
05000US31049,"Deuel County, NE",17.3,40093,9.1
05000US31051,"Dixon County, NE",16.3,45814,3.8
05000US31053,"Dodge County, NE",17.5,46475,4.7
05000US31055,"Douglas County, NE",36.2,53295,2.1
05000US31057,"Dundy County, NE",21.6,39596,3.5
05000US31059,"Fillmore County, NE",18.5,45970,4.6
05000US31061,"Franklin County, NE",16.7,42054,4.1
05000US31063,"Frontier County, NE",19.2,51328,6
05000US31065,"Furnas County, NE",16.9,40759,4.9
05000US31067,"Gage County, NE",19.3,46164,5.7
05000US31069,"Garden County, NE",19.5,40125,5.8
05000US31071,"Garfield County, NE",13.3,39241,2.2
05000US31073,"Gosper County, NE",16.6,44241,4.7
05000US31075,"Grant County, NE",18.3,40982,10.9
05000US31077,"Greeley County, NE",15.2,44219,8
05000US31079,"Hall County, NE",16.8,48044,1.7
05000US31081,"Hamilton County, NE",22.7,56809,2.2
05000US31083,"Harlan County, NE",16.6,44801,6.8
05000US31085,"Hayes County, NE",17.6,47150,9.2
05000US31087,"Hitchcock County, NE",13.7,40000,1.2
05000US31089,"Holt County, NE",16.5,47768,3
05000US31091,"Hooker County, NE",24.8,38750,9.2
05000US31093,"Howard County, NE",15.4,48293,3.1
05000US31095,"Jefferson County, NE",12.9,43407,5.8
05000US31097,"Johnson County, NE",12.3,42689,12.6
05000US31099,"Kearney County, NE",27.1,54485,1.8
05000US31101,"Keith County, NE",20.3,43662,4.4
05000US31103,"Keya Paha County, NE",14.9,33472,4.6
05000US31105,"Kimball County, NE",17.3,43542,7.1
05000US31107,"Knox County, NE",17.8,41372,4.2
05000US31109,"Lancaster County, NE",35.9,51810,2.9
05000US31111,"Lincoln County, NE",18.4,49382,2
05000US31113,"Logan County, NE",14.8,44444,9.8
05000US31115,"Loup County, NE",13.5,37708,5.3
05000US31117,"McPherson County, NE",24.9,51563,7.5
05000US31119,"Madison County, NE",21.0,45717,2.4
05000US31121,"Merrick County, NE",15.1,49609,2.9
05000US31123,"Morrill County, NE",20.7,42025,3.9
05000US31125,"Nance County, NE",12.1,40714,8.9
05000US31127,"Nemaha County, NE",24.6,41929,3.3
05000US31129,"Nuckolls County, NE",12.6,33875,7.2
05000US31131,"Otoe County, NE",21.2,50917,7.6
05000US31133,"Pawnee County, NE",14.2,43634,3.3
05000US31135,"Perkins County, NE",20.5,53299,6.7
05000US31137,"Phelps County, NE",21.1,47871,2.6
05000US31139,"Pierce County, NE",16.9,52096,3.3
05000US31141,"Platte County, NE",17.3,51395,3.1
05000US31143,"Polk County, NE",18.7,52012,4.3
05000US31145,"Red Willow County, NE",22.3,45206,3.1
05000US31147,"Richardson County, NE",15.6,38977,4.5
05000US31149,"Rock County, NE",19.2,41619,3.1
05000US31151,"Saline County, NE",14.9,46434,4.6
05000US31153,"Sarpy County, NE",35.8,69269,2.3
05000US31155,"Saunders County, NE",23.9,58785,5.8
05000US31157,"Scotts Bluff County, NE",20.4,43113,3
05000US31159,"Seward County, NE",26.8,60676,3.1
05000US31161,"Sheridan County, NE",20.3,37813,2.4
05000US31163,"Sherman County, NE",14.1,43000,8.7
05000US31165,"Sioux County, NE",26.1,43558,5.4
05000US31167,"Stanton County, NE",15.6,50962,3.3
05000US31169,"Thayer County, NE",16.6,43077,3
05000US31171,"Thomas County, NE",20.0,56429,5
05000US31173,"Thurston County, NE",14.8,41961,4.5
05000US31175,"Valley County, NE",19.2,44762,2
05000US31177,"Washington County, NE",29.0,65803,4.1
05000US31179,"Wayne County, NE",33.8,46612,2.1
05000US31181,"Webster County, NE",16.7,39722,3.6
05000US31183,"Wheeler County, NE",22.2,39602,0
05000US31185,"York County, NE",23.9,47220,2.1
05000US32001,"Churchill County, NV",16.7,54538,7.4
05000US32003,"Clark County, NV",22.1,54218,4.4
05000US32005,"Douglas County, NV",25.5,61099,9.4
05000US32007,"Elko County, NV",15.8,70411,18.8
05000US32009,"Esmeralda County, NV",12.8,27500,4.9
05000US32011,"Eureka County, NV",24.9,61331,8.8
05000US32013,"Humboldt County, NV",14.7,57874,21.9
05000US32015,"Lander County, NV",12.8,70341,18.8
05000US32017,"Lincoln County, NV",16.8,39293,18
05000US32019,"Lyon County, NV",14.7,46088,12.8
05000US32021,"Mineral County, NV",7.0,33547,3.2
05000US32023,"Nye County, NV",11.7,39150,23
05000US32027,"Pershing County, NV",11.0,51094,13
05000US32029,"Storey County, NV",18.8,62561,10.4
05000US32031,"Washoe County, NV",26.8,53994,4.2
05000US32033,"White Pine County, NV",13.1,46505,7.8
05000US32510,"Carson City, NV",20.9,53987,2.3
05000US33001,"Belknap County, NH",28.4,57163,9.5
05000US33003,"Carroll County, NH",29.9,50865,10.2
05000US33005,"Cheshire County, NH",30.1,56062,5.7
05000US33007,"Coos County, NH",16.1,41774,7.8
05000US33009,"Grafton County, NH",37.0,53386,7.2
05000US33011,"Hillsborough County, NH",35.3,70472,9.4
05000US33013,"Merrimack County, NH",33.4,65487,8.1
05000US33015,"Rockingham County, NH",36.7,77939,11.1
05000US33017,"Strafford County, NH",30.8,58538,8.1
05000US33019,"Sullivan County, NH",25.7,53821,5.8
05000US34001,"Atlantic County, NJ",24.1,54559,6.9
05000US34003,"Bergen County, NJ",45.5,84255,16
05000US34005,"Burlington County, NJ",34.2,78229,11
05000US34007,"Camden County, NJ",28.7,62320,9.7
05000US34009,"Cape May County, NJ",27.6,56370,6.7
05000US34011,"Cumberland County, NJ",14.0,51530,9.6
05000US34013,"Essex County, NJ",31.8,55027,16
05000US34015,"Gloucester County, NJ",28.1,74915,10
05000US34017,"Hudson County, NJ",35.9,58722,16.2
05000US34019,"Hunterdon County, NJ",48.1,105880,16.5
05000US34021,"Mercer County, NJ",38.2,73759,11.9
05000US34023,"Middlesex County, NJ",39.8,79442,17.1
05000US34025,"Monmouth County, NJ",40.3,84746,20.4
05000US34027,"Morris County, NJ",49.0,97979,12.8
05000US34029,"Ocean County, NJ",25.0,61038,16.2
05000US34031,"Passaic County, NJ",25.8,57540,8.3
05000US34033,"Salem County, NJ",19.0,59336,8.4
05000US34035,"Somerset County, NJ",50.6,98571,13.8
05000US34037,"Sussex County, NJ",31.6,85507,25.3
05000US34039,"Union County, NJ",31.6,69347,12.3
05000US34041,"Warren County, NJ",29.1,73056,22.1
05000US35001,"Bernalillo County, NM",31.8,48398,3.9
05000US35003,"Catron County, NM",16.1,34738,5.5
05000US35005,"Chaves County, NM",17.3,38155,3.6
05000US35006,"Cibola County, NM",10.2,35674,11.5
05000US35007,"Colfax County, NM",20.5,38263,5.6
05000US35009,"Curry County, NM",19.7,41250,3.4
05000US35011,"De Baca County, NM",21.0,32554,5.5
05000US35013,"Dona Ana County, NM",26.0,38462,3.4
05000US35015,"Eddy County, NM",15.4,47940,4.8
05000US35017,"Grant County, NM",24.2,37525,4.8
05000US35019,"Guadalupe County, NM",9.2,27242,6.4
05000US35021,"Harding County, NM",19.1,31146,11.8
05000US35023,"Hidalgo County, NM",15.3,37531,12.6
05000US35025,"Lea County, NM",14.1,48793,5.8
05000US35027,"Lincoln County, NM",24.9,44149,3.7
05000US35028,"Los Alamos County, NM",63.2,106426,2
05000US35029,"Luna County, NM",13.3,29365,8
05000US35031,"McKinley County, NM",12.2,30780,7.3
05000US35033,"Mora County, NM",13.2,40000,13.7
05000US35035,"Otero County, NM",17.5,39054,5.7
05000US35037,"Quay County, NM",14.7,33039,6.4
05000US35039,"Rio Arriba County, NM",15.9,40791,10.4
05000US35041,"Roosevelt County, NM",19.7,39323,2.6
05000US35043,"Sandoval County, NM",28.1,58116,8.1
05000US35045,"San Juan County, NM",15.6,48701,9.1
05000US35047,"San Miguel County, NM",21.3,30499,8.7
05000US35049,"Santa Fe County, NM",39.3,53642,4.9
05000US35051,"Sierra County, NM",20.6,29185,3.5
05000US35053,"Socorro County, NM",20.3,34337,7.8
05000US35055,"Taos County, NM",28.8,33835,7
05000US35057,"Torrance County, NM",12.2,31538,16.6
05000US35059,"Union County, NM",14.8,40507,4.2
05000US35061,"Valencia County, NM",17.0,42525,7.8
05000US36001,"Albany County, NY",38.2,59359,2.8
05000US36003,"Allegany County, NY",18.2,42095,6.4
05000US36005,"Bronx County, NY",18.0,34300,32.2
05000US36007,"Broome County, NY",25.9,45856,3.9
05000US36009,"Cattaraugus County, NY",17.0,43202,6.6
05000US36011,"Cayuga County, NY",18.6,50950,4.6
05000US36013,"Chautauqua County, NY",20.5,41975,3.6
05000US36015,"Chemung County, NY",20.6,48128,3.9
05000US36017,"Chenango County, NY",16.8,44127,5.8
05000US36019,"Clinton County, NY",22.1,50522,4.7
05000US36021,"Columbia County, NY",27.9,56445,7.4
05000US36023,"Cortland County, NY",23.7,47497,4.4
05000US36025,"Delaware County, NY",18.8,43004,6.6
05000US36027,"Dutchess County, NY",32.5,71508,15.7
05000US36029,"Erie County, NY",30.2,49977,3.2
05000US36031,"Essex County, NY",24.5,47400,7.1
05000US36033,"Franklin County, NY",17.9,45702,4.6
05000US36035,"Fulton County, NY",14.5,45333,8.4
05000US36037,"Genesee County, NY",20.6,51734,3.7
05000US36039,"Greene County, NY",19.1,47539,9
05000US36041,"Hamilton County, NY",25.1,51595,9.6
05000US36043,"Herkimer County, NY",20.2,44288,5.3
05000US36045,"Jefferson County, NY",20.1,46549,2.7
05000US36047,"Kings County, NY",29.8,45215,26.7
05000US36049,"Lewis County, NY",13.1,45187,6.8
05000US36051,"Livingston County, NY",24.7,54244,5.4
05000US36053,"Madison County, NY",24.4,52293,4.4
05000US36055,"Monroe County, NY",35.5,52700,2.6
05000US36057,"Montgomery County, NY",16.1,42830,6.4
05000US36059,"Nassau County, NY",41.4,97049,20.4
05000US36061,"New York County, NY",58.1,68370,9.9
05000US36063,"Niagara County, NY",21.4,47736,2.8
05000US36065,"Oneida County, NY",22.4,49148,3.8
05000US36067,"Onondaga County, NY",32.9,53593,2.9
05000US36069,"Ontario County, NY",31.3,56455,4.7
05000US36071,"Orange County, NY",28.7,70712,19.9
05000US36073,"Orleans County, NY",15.8,50113,7.3
05000US36075,"Oswego County, NY",16.0,47288,4.9
05000US36077,"Otsego County, NY",26.5,46358,5.9
05000US36079,"Putnam County, NY",38.8,95259,22
05000US36081,"Queens County, NY",29.9,56780,29
05000US36083,"Rensselaer County, NY",27.9,58959,3.7
05000US36085,"Richmond County, NY",29.0,73496,31.7
05000US36087,"Rockland County, NY",40.9,86020,15.8
05000US36089,"St. Lawrence County, NY",20.1,43745,4.9
05000US36091,"Saratoga County, NY",36.7,67712,5.1
05000US36093,"Schenectady County, NY",28.6,56445,3.5
05000US36095,"Schoharie County, NY",19.9,51896,10.5
05000US36097,"Schuyler County, NY",16.4,47869,5.8
05000US36099,"Seneca County, NY",18.6,49155,6.9
05000US36101,"Steuben County, NY",20.1,46519,6.5
05000US36103,"Suffolk County, NY",32.6,87778,14.6
05000US36105,"Sullivan County, NY",20.5,48050,12.4
05000US36107,"Tioga County, NY",23.5,56488,4.6
05000US36109,"Tompkins County, NY",49.9,50539,3.3
05000US36111,"Ulster County, NY",29.5,58934,9.9
05000US36113,"Warren County, NY",27.4,54909,6
05000US36115,"Washington County, NY",17.0,50864,8.4
05000US36117,"Wayne County, NY",20.3,53497,4.2
05000US36119,"Westchester County, NY",44.8,81093,18.2
05000US36121,"Wyoming County, NY",14.5,50635,9.5
05000US36123,"Yates County, NY",23.1,48245,8.3
05000US37001,"Alamance County, NC",21.8,44155,5.3
05000US37003,"Alexander County, NC",11.1,39544,4.4
05000US37005,"Alleghany County, NC",14.9,32449,9.8
05000US37007,"Anson County, NC",8.8,34772,9.1
05000US37009,"Ashe County, NC",18.8,35670,8.5
05000US37011,"Avery County, NC",20.4,38051,4.4
05000US37013,"Beaufort County, NC",18.3,40147,7
05000US37015,"Bertie County, NC",11.2,31194,10.7
05000US37017,"Bladen County, NC",11.1,30031,6.8
05000US37019,"Brunswick County, NC",24.7,46490,5.9
05000US37021,"Buncombe County, NC",32.7,44206,3.6
05000US37023,"Burke County, NC",16.2,38062,4.3
05000US37025,"Cabarrus County, NC",24.2,54341,6
05000US37027,"Caldwell County, NC",12.3,36108,5.1
05000US37029,"Camden County, NC",19.5,56315,13.4
05000US37031,"Carteret County, NC",23.8,47506,5.4
05000US37033,"Caswell County, NC",9.6,38387,8.4
05000US37035,"Catawba County, NC",20.5,43657,5.6
05000US37037,"Chatham County, NC",36.7,57793,7.2
05000US37039,"Cherokee County, NC",15.6,34981,4.9
05000US37041,"Chowan County, NC",18.6,36385,9.5
05000US37043,"Clay County, NC",20.2,38536,6
05000US37045,"Cleveland County, NC",15.9,38181,5.8
05000US37047,"Columbus County, NC",11.6,35182,7.1
05000US37049,"Craven County, NC",21.8,47383,4
05000US37051,"Cumberland County, NC",22.4,45413,4
05000US37053,"Currituck County, NC",17.4,57446,15
05000US37055,"Dare County, NC",30.7,55780,4.3
05000US37057,"Davidson County, NC",17.2,44318,4.2
05000US37059,"Davie County, NC",24.8,51844,5.1
05000US37061,"Duplin County, NC",11.0,33896,5.9
05000US37063,"Durham County, NC",44.7,50997,3.8
05000US37065,"Edgecombe County, NC",10.4,33917,5.4
05000US37067,"Forsyth County, NC",31.6,45809,3.2
05000US37069,"Franklin County, NC",15.5,42920,9.6
05000US37071,"Gaston County, NC",18.0,43220,4.5
05000US37073,"Gates County, NC",11.6,45136,26.2
05000US37075,"Graham County, NC",12.9,32137,7.9
05000US37077,"Granville County, NC",15.7,49893,7.7
05000US37079,"Greene County, NC",11.6,40833,4.6
05000US37081,"Guilford County, NC",33.0,46223,3.6
05000US37083,"Halifax County, NC",11.7,31614,4.7
05000US37085,"Harnett County, NC",17.6,44242,9.1
05000US37087,"Haywood County, NC",22.5,42089,5
05000US37089,"Henderson County, NC",27.8,46503,4.2
05000US37091,"Hertford County, NC",14.9,33412,8.8
05000US37093,"Hoke County, NC",16.4,46900,3.7
05000US37095,"Hyde County, NC",13.2,43608,9.7
05000US37097,"Iredell County, NC",23.0,50058,5.8
05000US37099,"Jackson County, NC",27.0,36403,4.5
05000US37101,"Johnston County, NC",19.9,50132,8.3
05000US37103,"Jones County, NC",11.3,36460,7.8
05000US37105,"Lee County, NC",20.0,45284,5.3
05000US37107,"Lenoir County, NC",14.1,34440,5.7
05000US37109,"Lincoln County, NC",19.3,50065,8.1
05000US37111,"McDowell County, NC",14.3,36388,4.8
05000US37113,"Macon County, NC",20.4,38134,4.6
05000US37115,"Madison County, NC",18.2,38658,7.4
05000US37117,"Martin County, NC",12.0,35585,5.9
05000US37119,"Mecklenburg County, NC",40.3,55961,4.8
05000US37121,"Mitchell County, NC",16.7,36276,6.1
05000US37123,"Montgomery County, NC",14.6,32798,10.1
05000US37125,"Moore County, NC",30.4,48238,7.1
05000US37127,"Nash County, NC",18.9,43757,4.4
05000US37129,"New Hanover County, NC",36.6,50420,4.2
05000US37131,"Northampton County, NC",8.7,30911,8.1
05000US37133,"Onslow County, NC",18.3,45812,7
05000US37135,"Orange County, NC",55.2,55241,2.9
05000US37137,"Pamlico County, NC",18.1,43825,5.9
05000US37139,"Pasquotank County, NC",21.1,46032,13.3
05000US37141,"Pender County, NC",19.8,44071,6.6
05000US37143,"Perquimans County, NC",17.4,42410,16.6
05000US37145,"Person County, NC",14.5,43292,12.8
05000US37147,"Pitt County, NC",27.6,40452,3.9
05000US37149,"Polk County, NC",27.0,42762,5.7
05000US37151,"Randolph County, NC",13.6,41575,4.1
05000US37153,"Richmond County, NC",12.0,31726,4.1
05000US37155,"Robeson County, NC",12.9,30167,6.1
05000US37157,"Rockingham County, NC",13.0,38004,6.4
05000US37159,"Rowan County, NC",16.7,41561,7
05000US37161,"Rutherford County, NC",15.9,35941,5.8
05000US37163,"Sampson County, NC",13.2,37447,8.1
05000US37165,"Scotland County, NC",14.5,30472,4.9
05000US37167,"Stanly County, NC",15.8,43256,9.9
05000US37169,"Stokes County, NC",12.3,42476,7.6
05000US37171,"Surry County, NC",14.8,36137,8.1
05000US37173,"Swain County, NC",18.4,43426,3.8
05000US37175,"Transylvania County, NC",27.3,40678,5
05000US37177,"Tyrrell County, NC",10.2,33605,17.5
05000US37179,"Union County, NC",30.8,64953,7.8
05000US37181,"Vance County, NC",11.2,34499,6.8
05000US37183,"Wake County, NC",47.6,65826,4.1
05000US37185,"Warren County, NC",14.0,34803,10.1
05000US37187,"Washington County, NC",12.0,33718,12.2
05000US37189,"Watauga County, NC",38.4,34848,3.2
05000US37191,"Wayne County, NC",15.8,41233,6.1
05000US37193,"Wilkes County, NC",12.1,32009,7.9
05000US37195,"Wilson County, NC",18.0,38398,4.3
05000US37197,"Yadkin County, NC",12.2,40316,7
05000US37199,"Yancey County, NC",16.4,38766,9.6
05000US38001,"Adams County, ND",21.3,42830,6.3
05000US38003,"Barnes County, ND",26.1,48317,5.9
05000US38005,"Benson County, ND",11.1,34706,2.6
05000US38007,"Billings County, ND",22.6,48375,4.5
05000US38009,"Bottineau County, ND",21.7,48289,9.4
05000US38011,"Bowman County, ND",21.9,52821,4.5
05000US38013,"Burke County, ND",15.5,52031,8.5
05000US38015,"Burleigh County, ND",33.0,59309,5.6
05000US38017,"Cass County, ND",37.0,51110,2.7
05000US38019,"Cavalier County, ND",16.5,54080,2.7
05000US38021,"Dickey County, ND",23.5,41934,2.1
05000US38023,"Divide County, ND",20.9,51208,4.1
05000US38025,"Dunn County, ND",17.4,54539,8.7
05000US38027,"Eddy County, ND",18.5,40000,5
05000US38029,"Emmons County, ND",15.0,37304,8.1
05000US38031,"Foster County, ND",18.7,49516,1.3
05000US38033,"Golden Valley County, ND",20.1,35742,6.2
05000US38035,"Grand Forks County, ND",33.4,46392,1.7
05000US38037,"Grant County, ND",15.3,40968,10.7
05000US38039,"Griggs County, ND",15.6,44792,3.2
05000US38041,"Hettinger County, ND",18.0,45000,3.9
05000US38043,"Kidder County, ND",18.4,45478,14.6
05000US38045,"LaMoure County, ND",20.7,52813,3.5
05000US38047,"Logan County, ND",12.9,47857,5.8
05000US38049,"McHenry County, ND",15.6,41763,12
05000US38051,"McIntosh County, ND",18.6,36327,2.9
05000US38053,"McKenzie County, ND",20.2,61893,7.9
05000US38055,"McLean County, ND",17.4,54539,8.6
05000US38057,"Mercer County, ND",19.8,63244,5.1
05000US38059,"Morton County, ND",24.1,57988,5.3
05000US38061,"Mountrail County, ND",18.6,65822,4
05000US38063,"Nelson County, ND",20.7,43622,5.5
05000US38065,"Oliver County, ND",14.9,62768,11
05000US38067,"Pembina County, ND",19.9,50422,1.8
05000US38069,"Pierce County, ND",13.3,45851,4.9
05000US38071,"Ramsey County, ND",21.9,46119,1.7
05000US38073,"Ransom County, ND",16.8,47866,5.5
05000US38075,"Renville County, ND",17.2,57361,6.6
05000US38077,"Richland County, ND",20.7,51272,4.6
05000US38079,"Rolette County, ND",18.7,30641,4.3
05000US38081,"Sargent County, ND",18.2,51175,3.3
05000US38083,"Sheridan County, ND",14.9,39811,7.3
05000US38085,"Sioux County, ND",15.6,30799,3.8
05000US38087,"Slope County, ND",22.7,55313,3.9
05000US38089,"Stark County, ND",23.5,58793,5.5
05000US38091,"Steele County, ND",17.7,50536,8.2
05000US38093,"Stutsman County, ND",23.7,48678,1.1
05000US38095,"Towner County, ND",22.8,53594,2.9
05000US38097,"Traill County, ND",27.9,46398,4.8
05000US38099,"Walsh County, ND",16.4,48044,4
05000US38101,"Ward County, ND",26.3,53361,3.7
05000US38103,"Wells County, ND",18.9,41982,1.7
05000US38105,"Williams County, ND",19.3,69617,6.7
05000US39001,"Adams County, OH",10.7,34282,18.9
05000US39003,"Allen County, OH",16.5,43194,4.2
05000US39005,"Ashland County, OH",19.2,44996,7.2
05000US39007,"Ashtabula County, OH",13.0,41075,8.7
05000US39009,"Athens County, OH",28.3,33836,5.9
05000US39011,"Auglaize County, OH",16.4,52267,4.6
05000US39013,"Belmont County, OH",13.9,41676,7.4
05000US39015,"Brown County, OH",10.4,45807,19.7
05000US39017,"Butler County, OH",26.8,56253,4
05000US39019,"Carroll County, OH",11.4,43127,11.7
05000US39021,"Champaign County, OH",15.2,50214,5.6
05000US39023,"Clark County, OH",17.0,43684,5.2
05000US39025,"Clermont County, OH",25.4,60590,5.2
05000US39027,"Clinton County, OH",13.9,46443,10.6
05000US39029,"Columbiana County, OH",13.0,41870,6.3
05000US39031,"Coshocton County, OH",11.8,41885,7.6
